ƒ,CREATOR & POST INFORMATION,,,,,,,,,CAMPAIGN DETAILS,,,,,TESTING INFO,,,,,,,,,PAID USAGE PERFORMANCE,,,,,,PAID DETAILS,,RENEWALS,,,,CONTRACT,
Creator's name,Instagram,Handle,Cost of content,"Percent of Ad Spend 
(if applicable)",Audience Size,Agency,Archetype,Persona,Sub persona,Primary Product,Secondary Product,Third Product,Routine Type,"Creator Post Date
OR
Date UGC received",Test Window (days),Test Window Ends,Link to Content,Status,Ad Launch Date,Ad Test Duration (days),Ad Test Expiration Date,Ad End Date,Link to Asana Task for Ad,Meta Spend,Content Cost Percentage (Target: <10%),CP1KAR,NB ROAS,NB % NEW VISITS,NB CPA,Ad Name,# OF ADS/ VARIATIONS,Cost to Renew,Renewal Status,Renewal Date,Offer (GWP?),Terms,Contract Link
Helen Leland,INSTAGRAM,helenleland,"$5,500",,Established (500k-1M),Superbloom,,,,Eye Shadow Stick,,,One Product,2/10/2026,30,,CONTENT,Paused,02/13/26,30,3/15,2/17,ES028,,,,,,,Video|EyeshadowStick|Partnership|helenleland|BusySuburbanMom|Convenience|Superbloom|ES028|Ad00|HelenLeland|26Wk07|EyeshadowStickTest,,,,,,,
Christina Tarabishy,INSTAGRAM,christinatarabishy,"$1,500",,Mid-tier (100-500k),Superbloom,,Social Proof,,Eye Shadow Stick,,,One Product,2/9/2026,30,,CONTENT,Paused,02/19,,,2/24,ES027,,,,,,,,,,,,,,
Mary Darnall,INSTAGRAM,healingcavelady,"$5,000",,Mid-tier (100-500k),Superbloom,,,,JETM,MB,,Multi Product,2/15/2026,,,CONTENT,Paused,03/12/26,30,4/11,3/23,J133,,,,,,,Video|JETM|MiracleBalm|TheBestEyeshadow|Partnership|healingcavelady|CreativeEntrepreneur|SocialProof|Superbloom|J133|Ad00|MaryDarnall|26Wk11|Bestsellers,,,,,,,
Maria Roberts,INSTAGRAM,mariaroberts,"$3,500",,Mid-tier (100-500k),Superbloom,Convenience,BusySuburbanMom,,WTF,MB,,Multi Product,2/15/2026,30,,CONTENT,Paused,03/10/26,30,4/9,3/18,W057,,,,,,,Video|WTF|MiracleBalm|Partnership|mariaroberts|BusySuburbanMom|Convenience|Superbloom|W057|Ad00|MariaRoberts|26Wk10|MultiProductMomTrojan,,,,,,,
Allison Kelley,INSTAGRAM,allisonkelleyy,"$3,000",,Mid-tier (100-500k),Superbloom,DesirableSituation,Minimalist,Entrepreneur,Eye Shadow Stick,,,One Product,2/13/2026,,,CONTENT,,,,,,ASANA,,,,,,,,,,,,,,
Amanda West,INSTAGRAM,almost_readyblog,"$4,500",,Established (500k-1M),Superbloom,,,,MB,JETM,,Multi Product,2/16/2026,,,CONTENT,Active,03/05,30,4/4,,J134,,,,,,,Video|JETM|Mascara|Partnership|almost_readyblog|General|NaturalLook|Superbloom|J134|Ad00|AmandaWest|26Wk10|Bestsellers,,,,,,,
Tiara Jones,INSTAGRAM,jones_tiara,"$1,200",,Micro (10-100k),Superbloom,,,,WTF,MB,,Multi Product,2/13/2026,,,CONTENT,Paused,03/05,30,4/4,4/2,W058,,,,,,,Video|WTF|MiracleBalm|Partnership|jones_tiara|Convenience|Superbloom|W058|Ad00|TiaraJones|26Wk10|MBWTFTrojan,,,,,,,
Jenni Rhodes,INSTAGRAM,jennibrhodes,"$1,200",,Micro (10-100k),Superbloom,,,,JETM,MB,,Multi Product,2/18/2026,,,CONTENT,Paused,03/05,30,4/4,3/17,J134,,,,,,,Video|JETM|MiracleBalm|Mascara|Partnership|jennibrhodes|General|NaturalLook|Superbloom|J134|Ad00|JenniRhodes|26Wk10|Bestsellers,,,,,,,
Shawn Johnson,INSTAGRAM,"shawnjohnson
","$30,000",,Powerhouse (1M+),Superbloom,SocialProof,Minimalist,,Mini MB,,,One Product,3/13/2026,,CONTENT,CONTENT,,,,,,ASANA,,,,,,,,,,,,,,
Liz Joy,INSTAGRAM,"elizabethljoy
","$4,500",,Mid-tier (100-500k),Superbloom,Social Proof,General,,WTF,MB,,Multi Product,2/10/2026,,,CONTENT,Paused,03/26/26,30,4/25,4/2,W059,,,,,,,Video|WTF|MiracleBalm|Partnership|elizabethljoy|General|SocialProof|Superbloom|W059|Ad00|LizJoy|26Wk13|Homepage,,,,,,,
Ashlyn Sailsbury,INSTAGRAM,ashlynsailsbury,"$3,500",,Mid-tier (100-500k),Superbloom,Convenience,General,,WTF,MB,,Multi Product,2/19/2026,,,CONTENT,Paused,03/31/26,30,4/30,4/5,W061,,,,,,,Video|WTF|MiracleBalm|Partnership|ashlynsailsbury|General|Convenience|Superbloom|W061|Ad00|AshlynSalisbury|26Wk14|MBWTFTrojan,,,,,,,
Michelle Lee,INSTAGRAM,heymichellelee,"$3,000",,Mid-tier (100-500k),Superbloom,,,,WTF,MB,,Multi Product,2/18/2026,,,CONTENT,,,30,,,ASANA,,,,,,,,,,,,,,
Mimi Mythen,INSTAGRAM,mimimythen,"$1,500",,Micro (10-100k),Superbloom,Natural Look,General,,JETM,MB,,Multi Product,2/12/2026,,,CONTENT,Paused,03/05,30,4/4,3/9,J135,,,,,,,Video|JETM|MiracleBalm|Mascara|Partnership|mimimythen|General|NaturalLook|Superbloom|J135|Ad00|MimiMythen|26Wk10|Bestsellers,,,,,,,
Emily Fauver,INSTAGRAM,emily.fauver,"$10,000",,Powerhouse (1M+),Superbloom,Social Proof,,,WTF,MB,,Multi Product,2/23/2026,,,CONTENT,Paused,02/26,30,3/28,3/27,W063,,,,,,,Video|WTF|MiracleBalm|Partnership|emily.fauver|General|SocialProof|Superbloom|W063|Ad00|EmilyFauverOrganic|26Wk09|Bestsellers,,,,,,,
Baskin Champion McFarland,INSTAGRAM,"baskinchamp
","$2,000",,Mid-tier (100-500k),Superbloom,Social Proof,BusySuburbanMom,,JETM,MB,,Multi Product,2/23/2026,,,CONTENT,Paused,03/10/26,30,4/9,3/14,J137,,,,,,,Video|JETM|MiracleBalm|Partnership|baskinchamp|BusySuburbanMom|SocialProof|Superbloom|J137|Ad00|BaskinChampionMcFarland|26Wk10|MultiProductMomTrojan,,,,,,,
Gaby Monterrey,INSTAGRAM,"theegreatgabs
","$2,000",,Micro (10-100k),Superbloom,,,,Mini MB,,,One Product,2/25/2026,,,CONTENT,Paused,03/12/26,30,4/11,3/24,M314,,,,,,,Video|MiracleBalm|Partnership|theegreatgabs|General|SocialProof|Superbloom|M314|Ad00|GabyMonterrey|26Wk11|MBGeneric,,,,,,,
Mina Hamideh,INSTAGRAM,minahamideh,"$2,500",,Mid-tier (100-500k),Superbloom,,,,Mini MB,,,One Product,2/24/2026,,,CONTENT,Active,03/12/26,30,4/11,,M315,,,,,,,Video|MiracleBalm|ChicCheeky|WTF|Partnership|minahamideh|BusySuburbanMom|Convenience|Superbloom|M315|Ad00|MinaHamideh|26Wk11|MultiProductMomTrojan,,,,,,,
Christine Kong,INSTAGRAM,dailykongfidence,"$4,500",,Mid-tier (100-500k),Superbloom,Convenience,BusySuburbanMom,,Mini MB,Chic and Cheeky,,Multi Product,3/3/2026,,,CONTENT,Paused,03/10/26,30,4/9,3/14,M316,,,,,,,Video|MiniMiracleBalm|ChicCheeky|Partnership|dailykongfidence|BusySuburbanMom|Convenience|Superbloom|M316|Ad00|ChristineKongMMB|26Wk11|MiniMiracleBalmLaunch,,,,,,,
Dani and Rach,INSTAGRAM,"danielle__rachael
","$1,500",,Micro (10-100k),Superbloom,,,,Eye Shadow Stick,,,One Product,2/10/2026,,,CONTENT,,,,,,ASANA,,,,,,,,,,,,,,
Allison Kelley,INSTAGRAM,allisonkelleyy,"$3,000",,Mid-tier (100-500k),Superbloom,Natural Look,General,,Mini MB,Chic and Cheeky,,Multi Product,2/27/2026,,,CONTENT,Paused,03/05,,,3/10,M318,,,,,,,Video|MiniMiracleBalm|ChicCheeky||Partnership|allisonkelleyy|General|NaturalLook|Superbloom|M318|Ad00|AllisonKelleyMMB|26Wk10|MiniMiracleBalmLaunch,,,,,,,
Audrey Martinez,INSTAGRAM,audreymadstowe,"$2,500",,Mid-tier (100-500k),Superbloom,Testimonial,LifeJuggler,NewMom,Mini MB,,,One Product,2/27/2026,,,CONTENT,Paused,,,,3/5,ASANA,,,,,,,,,,,,,,
Tessa Smith,INSTAGRAM,"thetessasmith
","$2,500",,Mid-tier (100-500k),Superbloom,Clean,General,,MB,Chic and Cheeky,,Multi Product,2/26/2026,,,CONTENT,Paused,03/03,,,3/5,M319,,,,,,,Video|MiracleBalm|ChicCheeky|Partnership|thetessasmith|General|Clean|Superbloom|M319|Ad00|TessaSmithMMB|26Wk10|MiniMiracleBalmLaunch,,,,,,,
Kyndall Thompson,INSTAGRAM,kyndallwearswhat,$800,,Micro (10-100k),Superbloom,Better Version,BusySuburbanMom,,Mini MB,WTF,Mascara,Multi Product,3/5/2026,,CONTENT,CONTENT,Active,03/31/26,30,4/30,,M329,,,,,,,Video|MiniMiracleBalm|WTF|Mascara|Partnership|kyndallwearswhat|BusySuburbanMom|BetterVersion|Superbloom|M329|Ad00|KyndallThompson|26Wk14|MultiProductMomTrojan,,,,,,,
Chinae Alexander,INSTAGRAM,chinaealexander,"$2,500",,Mid-tier (100-500k),Superbloom,Better Version,BusySuburbanMom,,Mini MB,Chic and Cheeky,,Multi Product,3/3/2026,,,CONTENT,Paused,03/10/26,30,4/9,3/14,M322,,,,,,,Video|MiniMiracleBalm|ChicCheeky|Partnership|chinaealexander|BusySuburbanMom|BetterVersion|Superbloom|M322|Ad00|ChinaeAlexanderMMB|26Wk11|MiniMiracleBalmLaunch,,,,,,,
Alondra Priscilla,INSTAGRAM,alondrapriscilla,"$1,500",,Nano (1-10k),Superbloom,,,,Mini MB,Chic and Cheeky,,One Product,3/3/2026,,,CONTENT,Paused,03/12/26,30,4/11,3/24,M321,,,,,,,Video|MiracleBalm|ChicCheeky|Partnership|alondrapriscilla|General|Convenience|Superbloom|M321|Ad00|AlondraPriscillaCC|26Wk11|PDP,,,,,,,
Jessa Seewald,INSTAGRAM,jessaseewald,"$3,250",10%,Powerhouse (1M+),Superbloom,Convenience,BusySuburbanMom,,Mini MB,Chic and Cheeky,,Multi Product,3/5/2026,,,CONTENT,Active,04/02/26,30,5/2,,M327,,,,,,,Video|MiniMiracleBalm|ChicCheeky|Partnership|jessaseewald|BusySuburbanMom|Convenience|Superbloom|M327|Ad00|JessaSeewaldMMB|26Wk14|MiniMiracleBalmLaunch,,,,,,,
Christian Blair Vordy ,INSTAGRAM,christianblairvordy,"$3,000",,Mid-tier (100-500k),Superbloom,Social Proof,General,,Mini MB,Chic and Cheeky,,Multi Product,3/4/2026,,,CONTENT,Paused,04/02/26,30,5/2,4/6,M325,,,,,,,Video|MiniMiracleBalm|ChicCheeky|Partnership|christianblairvordy|General|SocialProof|Superbloom|M325|Ad00|ChristianBlairVordyMMB|26Wk14|MiniMiracleBalmLaunch,,,,,,,
Amanda West,INSTAGRAM,"almost_readyblog
","$2,250",,Established (500k-1M),Superbloom,,,,JETM,Mascara,,Multi Product,3/5/2026,,,CONTENT,Active,03/10/26,30,4/9,,J139,,,,,,,Video|JETM|Mascara|Partnership|almost_readyblog|General|NaturalLook|Superbloom|J139|Ad00|AmandaWest|26Wk10|Bestsellers,,,,,,,
Lee Ann,INSTAGRAM,"greykins
","$2,000",,Mid-tier (100-500k),Superbloom,Social Proof,General,,Mini MB,,,One Product,3/4/2026,,,CONTENT,Paused,03/31/26,30,4/30,4/5,M331,,,,,,,Video|MiniMiracleBalm|Partnership|greykins|General|SocialProof|Superbloom|M331|Ad00|LeeAnn|26Wk14|MiniMiracleBalmLaunch,,,,,,,
Victoria Roloff,INSTAGRAM,toriroloff,"$4,500",,Powerhouse (1M+),Superbloom,,,,Mini MB,WTF,,Multi Product,3/9/2026,,,CONTENT,,,,,,ASANA,,,,,,,,,,,,,,
Joanna Bysterveld,INSTAGRAM,joannabysterveld,"$3,500",,Mid-tier (100-500k),Superbloom,Social Proof,,,Mini MB,WTF,,Multi Product,3/4/2026,,,CONTENT,Paused,03/26/26,30,4/25,3/30,M336,,,,,,,Video|MiniMiracleBalm|WTF|Partnership|joannabysterveld|General|SocialProof|Superbloom|M336|Ad00|JoannaBysterveld|26Wk13|Homepage,,,,,,,
Amanda Knox,INSTAGRAM,iamamandaknox,"$3,500",,Micro (10-100k),Superbloom,,,WellnessMom,Mini MB,Chic and Cheeky,,One Product,3/8/2026,,,CONTENT,,,30,,,ASANA,,,,,,,,,,,,,,
Audrey Martinez,INSTAGRAM,audreymadstowe,,,Mid-tier (100-500k),Superbloom,Convenience,BusySuburbanMom,,Mini MB,,,One Product,,,,CONTENT,Paused,03/03,,,03/05,M317,,,,,,,Video|MiniMiracleBalm|Partnership|audreymadstowe|BusySuburbanMom|Convenience|Superbloom|M317|Ad00|AudreyMartinezMMB|26Wk10|MiniMiracleBalmLaunch,,,,,,,
Jaime Darretta,INSTAGRAM,jaimedarretta,,,Nano (1-10k),CousinLabs,Convenience,BusySuburbanMom,,Mini MB,,,One Product,,,,CONTENT,Paused,03/05,,,3/10,CL148,,,,,,,Video|MiniMiracleBalm|Partnership|jaimedarretta|BusySuburbanMom|Convenience|CousinLabs|CL148|Ad00|TouchUpKeepInMyPurse|26Wk10|MiniMiracleBalmLaunch,,,,,,,
Jaime Darretta,INSTAGRAM,jaimedarretta,,,Nano (1-10k),CousinLabs,Convenience,BusySuburbanMom,,Mini MB,,,One Product,,,,CONTENT,Paused,03/05,,,3/10,CL149,,,,,,,Video|MiniMiracleBalm|Partnership|jaimedarretta|BusySuburbanMom|Convenience|CousinLabs|CL149|Ad00|TouchUpKeepInMyPurse|26Wk10|MiniMiracleBalmLaunch,,,,,,,
Jaime Darretta,INSTAGRAM,jaimedarretta,,,Nano (1-10k),CousinLabs,Convenience,BusySuburbanMom,,Mini MB,,,One Product,,,,CONTENT,Paused,03/05,,,3/10,CL150,,,,,,,Video|MiniMiracleBalm|Partnership|jaimedarretta|BusySuburbanMom|Convenience|CousinLabs|CL150|Ad00|TouchUpWontLeaveMiniHome|26Wk10|MiniMiracleBalmLaunch,,,,,,,
Claire Stebell,INSTAGRAM,claire.stebell,,,Nano (1-10k),CousinLabs,Convenience,BusySuburbanMom,,Eye Shadow Stick,Mascara,,Multi Product,,,,CONTENT,Paused,03/05,,,3/9,CL117,,,,,,,Video|EyeshadowStick|Mascara|Partnership|claire.stebell|BusySuburbanMom|Convenience|CousinLabs|CL117|Ad00|EyeMakeupFromCar|26Wk10|EyeshadowStickTest,,,,,,,
Claire Stebell,INSTAGRAM,claire.stebell,,,Nano (1-10k),CousinLabs,Convenience,BusySuburbanMom,,Eye Shadow Stick,,,One Product,,,,CONTENT,Paused,03/05,,,3/9,CL124,,,,,,,Video|EyeshadowStick|Partnership|claire.stebell|BusySuburbanMom|Convenience|CousinLabs|CL124|Ad00|EyeMakeupBetweenErrands|26Wk10|EyeshadowStickTest,,,,,,,
Claire Stebell,INSTAGRAM,claire.stebell,,,Nano (1-10k),CousinLabs,Convenience,BusySuburbanMom,,MB,,,One Product,,,,CONTENT,Paused,03/05,,,3/9,CL118,,,,,,,Video|MiracleBalm|Partnership|claire.stebell|BusySuburbanMom|Convenience|CousinLabs|CL118|Ad00|OnlyProductMomOf2|26Wk10|MultiProductMomTrojan,,,,,,,
Claire Stebell,INSTAGRAM,claire.stebell,,,Nano (1-10k),CousinLabs,Convenience,BusySuburbanMom,,MB,,,One Product,,,,CONTENT,Paused,03/05,,,3/9,CL119,,,,,,,Video|MiracleBalm|Partnership|claire.stebell|BusySuburbanMom|Convenience|CousinLabs|CL119|Ad00|MomMakeupHack|26Wk10|MultiProductMomTrojan,,,,,,,
Claire Stebell,INSTAGRAM,claire.stebell,,,Nano (1-10k),CousinLabs,DesirableSituation,BusySuburbanMom,,JETM,,,One Product,,,,CONTENT,Paused,03/05,,,3/9,CL120,,,,,,,Video|JETM|Partnership|claire.stebell|BusySuburbanMom|DesirableSituation|CousinLabs|CL120|Ad00|AgingInReverse|26Wk10|JETMMomsListicle,,,,,,,
Claire Stebell,INSTAGRAM,claire.stebell,,,Nano (1-10k),CousinLabs,Convenience,BusySuburbanMom,,HeroKit,,,One Product,,,,CONTENT,Paused,03/05,,,3/9,CL122,,,,,,,Video|HeroKit|Partnership|claire.stebell|BusySuburbanMom|Convenience|CousinLabs|CL122|Ad00|15minMakeupRoutine|26Wk10|HeroKitMomsListicle,,,,,,,
Claire Stebell,INSTAGRAM,claire.stebell,,,Nano (1-10k),CousinLabs,DesirableSituation,BusySuburbanMom,,JETM,,,One Product,,,,CONTENT,Paused,03/05,,,3/9,CL121,,,,,,,Video|JETM|Partnership|claire.stebell|BusySuburbanMom|DesirableSituation|CousinLabs|CL121|Ad00|DaughterAgingInReverse|26Wk10|JETMMomsListicle,,,,,,,
Claire Stebell,INSTAGRAM,claire.stebell,,,Nano (1-10k),CousinLabs,Convenience,BusySuburbanMom,,HeroKit,,,One Product,,,,CONTENT,Paused,03/05,,,3/9,CL123,,,,,,,Video|HeroKit|Partnership|claire.stebell|BusySuburbanMom|Convenience|CousinLabs|CL123|Ad00|GRWMDaughtersBday|26Wk10|HeroKitMomsListicle,,,,,,,
That Mom Tay,INSTAGRAM,thatmomtay,,,Nano (1-10k),CousinLabs,Convenience,BusySuburbanMom,,MB,,,One Product,,,,CONTENT,Paused,03/05,,,3/9,CL146,,,,,,,Video|MiracleBalm|Partnership|thatmomtay|BusySuburbanMom|Convenience|CousinLabs|CL146|Ad00|ErrandTouchUpsNoTools|26Wk10|MiniMiracleBalmLaunch,,,,,,,
That Mom Tay,INSTAGRAM,thatmomtay,,,Nano (1-10k),CousinLabs,Convenience,BusySuburbanMom,,MB,,,One Product,,,,CONTENT,Paused,03/05,,,3/9,CL147,,,,,,,Video|MiracleBalm|Partnership|thatmomtay|BusySuburbanMom|Convenience|CousinLabs|CL147|Ad00|ErrandTouchUpsBetweenEverything|26Wk10|MiniMiracleBalmLaunch,,,,,,,
Molly The Mom,INSTAGRAM,molly.the.mom,"$7,500",,Established (500k-1M),Superbloom,Social Proof,BusySuburbanMom,,Mini MB,Chic and Cheeky,,One Product,3/5/2026,,CONTENT,CONTENT,Active,04/02/26,30,5/2,,M338,,,,,,,Video|MiniMiracleBalm|ChicCheeky|Partnership|molly.the.mom|BusySuburbanMom|SocialProof|Superbloom|M338|Ad00|MollyTheMom|266Wk14|MiniMiracleBalmLaunch,,,,,,,
Gabriella Ellis,INSTAGRAM,london_ellis,"$1,500",,Micro (10-100k),Superbloom,,,,Eye Shadow Stick,,,One Product,2/5/2026,90,,CONTENT,Paused,02/19,,,2/24,ES023,,,,,,,,,,,,,,
Emily DiDonato,INSTAGRAM,emilydidonato,,N/A,Powerhouse (1M+),Internal,,,RepeatMom,Eye Shadow Stick,,,One Product,,N/A,N/A,CONTENT,Active,2/12,,,,ES022,,,,,,,Video|EyeshadowStick|Partnership|emilydidonato|General|RepeatMom|SocialProof|Internal|ES022|Ad00|EmilyDES|26Wk07|EmilyESTest,,,,,,,
Liz Joy,INSTAGRAM,"elizabethljoy
","$4,500",,Mid-tier (100-500k),Superbloom,,,,Mini MB,,,One Product,3/6/2026,,,CONTENT,,,,,,ASANA,,,,,,,,,,,,,,
Jackie Schimmel,INSTAGRAM,jackieschimmel,"$4,000",,Mid-tier (100-500k),Superbloom,DesirableSituation,LifeJuggler,NewMom,Lip Recharge,,,One Product,3/6/2026,,,CONTENT,,,,,,ASANA,,,,,,,,,,,,,,
Julie Sariñana,INSTAGRAM,sincerelyjules,"$15,000",,Powerhouse (1M+),Superbloom,Convenience,General,,WTF,MB,,Multi Product,2/26/2026,,,CONTENT,Active,03/31/26,30,4/30,,W064,,,,,,,Video|WTF|MiracleBalm|Partnership|sincerelyjules|General|Convenience|Superbloom|W064|Ad00|JulieSarinana|26Wk14|MBWTFTrojan,,,,,,,
Helen Leland,INSTAGRAM,helenleland,"$1,500",,Established (500k-1M),Superbloom,Social Proof,General,,Lip Recharge,,,One Product,3/9/2026,,,CONTENT,Paused,03/26/26,30,4/25,4/3,LR033,,,,,,,Video|LipRecharge|Partnership|helenleland|General|SocialProof|Superbloom|LR033|Ad00|HelenLelandLR|26Wk13|LipRechargeLaunch,,,,,,,
Helene Sula,INSTAGRAM,heleneinbetween,$0,,Powerhouse (1M+),Superbloom,Testimonial,HealthEnthusiast,,MB,Mini MB,,Multi Product,3/5/2026,,,CONTENT,,,30,,,ASANA,,,,,,,,,,,,,,
Dr. Maral Amani,INSTAGRAM,"dr.maralamani
","$1,400",,Micro (10-100k),Superbloom,Testimonial,HealthEnthusiast,,Mini MB,,,One Product,3/17/2026,,,CONTENT,,,,,,ASANA,,,,,,,,,,,,,,
Jane Kim Roggen,INSTAGRAM,sooplainjane,"$2,000",,Micro (10-100k),Superbloom,,,,Mini MB,,,One Product,3/12/2026,,,CONTENT,,,30,,,ASANA,,,,,,,,,,,,,,
Amanda Carr,INSTAGRAM,amandalcarr_,"$3,500",,Micro (10-100k),Superbloom,,,,Mini MB,Chic and Cheeky,,One Product,3/31/2026,,,CONTENT,,,30,,,ASANA,,,,,,,,,,,,,,
Jess Clarke,INSTAGRAM,jessclarke_,"$3,000",,Mid-tier (100-500k),Superbloom,Testimonial,LifeJuggler,,Lip Recharge,,,One Product,4/3/2026,,,CONTENT,,,30,,,ASANA,,,,,,,,,,,,,,
Vanessa Fitzgerald,INSTAGRAM,"veeshoney
","$1,750",,Micro (10-100k),Superbloom,Testimonial,HealthEnthusiast,,Lip Recharge,,,One Product,3/13/2026,,CONTENT,CONTENT,,,,,,ASANA,,,,,,,,,,,,,,
Olivia Adriance,INSTAGRAM,"olivia.adriance
","$13,000",,Powerhouse (1M+),Superbloom,Testimonial,Cooking Content,,Lip Recharge,,,One Product,3/12/2026,,,CONTENT,Active,03/31/26,30,4/30,,LR034,,,,,,,Video|LipRecharge|Partnership|olivia.adriance|General|SocialProof|Superbloom|LR034|Ad00|OliviaAdriance|26Wk13|LipRechargeLaunch,,,,,,,
Lauren Kissee,INSTAGRAM,laurenkissee,"$2,500",,Mid-tier (100-500k),Superbloom,Testimonial,HealthEnthusiast,RepeatMom,Mini MB,Chic and Cheeky,,One Product,3/12/2026,,,CONTENT,,,,,,ASANA,,,,,,,,,,,,,,
Sierra,INSTAGRAM,"sierrainphotos
","$1,500",,Micro (10-100k),Superbloom,Testimonial,BeautyNovice,,Mini MB,Chic and Cheeky,,One Product,3/12/2026,,,CONTENT,,,,,,ASANA,,,,,,,,,,,,,,
Rach Hirsch,INSTAGRAM,"rachhirsch
","$1,500",,Micro (10-100k),Superbloom,DesirableSituation,HealthEnthusiast,,Lip Recharge,,,One Product,3/12/2026,,,CONTENT,,,,,,ASANA,,,,,,,,,,,,,,
April McCook,INSTAGRAM,apriljoy_ful,"$2,000",,Established (500k-1M),Superbloom,DesirableSituation,LifeJuggler,,Mini MB,Best Blush,,One Product,4/30/2026,,,CONTENT,,,,,,ASANA,,,,,,,,,,,,,,
Reagan Davis,INSTAGRAM,"reaganndavis1
",$650,,Micro (10-100k),Superbloom,Nourishing,General,,Lip Recharge,Mascara,,Multi Product,3/17/2026,,,CONTENT,Active,03/31/26,30,4/30,,LR046,,,,,,,Video|LipRecharge|Mascara|TheBestBlush|Partnership|reaganndavis1|General|Nourishing|Superbloom|LR046|Ad00|ReaganDavisVid|26Wk14|LipRechargeLaunch,,,,,,,
Abbie Crane,INSTAGRAM,houseofabbie,$900,,Micro (10-100k),Superbloom,,,,Lip Recharge,,,One Product,3/22/2026,,,CONTENT,,,,,,ASANA,,,,,,,,,,,,,,
Christina Tarabishy,INSTAGRAM,christinatarabishy,$500,,Mid-tier (100-500k),Superbloom,Social Proof,General,,Lip Recharge,Eye Shadow Stick,,Multi Product,3/19/2026,,,CONTENT,Paused,03/26/26,30,4/25,3/30,LR044,,,,,,,Video|LipRecharge|EyeshadowStick|Partnership|christinatarabishy|General|SocialProof|Superbloom|LR044|Ad00|ChristinaTarabishy|26Wk13|LipRechargeLaunch,,,,,,,
Shenae Grimes,INSTAGRAM,shenaegrimesbeech,"$3,500",,Established (500k-1M),Superbloom,Testimonial,LifeJuggler,RepeatMom,Lip Recharge,WTF,LipPencil,Multi Product,3/18/2026,,,CONTENT,,,,,,ASANA,,,,,,,,,,,,,,
Sara Kathryns,INSTAGRAM,sarakathryns,"$3,500",,Mid-tier (100-500k),Superbloom,Social Proof,General,,Lip Recharge,,,One Product,3/19/2026,,CONTENT,CONTENT,Paused,03/19/26,30,4/18,3/25,LR037,,,,,,,Video|LipRecharge|Partnership|sarakathryns|General|SocialProof|Superbloom|LR037|Ad00|SaraKathryns|26Wk12|LipRechargeLaunch,,,,,,,
Beth Anne Brice,INSTAGRAM,bethanne_brice,"$2,000",,Mid-tier (100-500k),Superbloom,Social Proof,General,,Lip Recharge,,,One Product,3/9/2026,,,CONTENT,Paused,03/19/26,30,4/18,3/26,LR038,,,,,,,Video|LipRecharge|Partnership|bethanne_brice|General|SocialProof|Superbloom|LR038|Ad00|BethAnneBriceLR|26Wk12|LipRechargeLaunch,,,,,,,
Mary Darnall,INSTAGRAM,healingcavelady,"$5,000",,Mid-tier (100-500k),Superbloom,Nourishing,General,,Lip Recharge,,,One Product,3/6/2026,,,CONTENT,Active,03/19/26,30,4/18,,LR031,,,,,,,Video|LipRecharge|Partnership|healingcavelady|General|Nourishing|Superbloom|LR031|Ad00|MaryDarnall|26Wk12|LipRechargeLaunch,,,,,,,
Alec Treffers,INSTAGRAM,alectreffs,"$2,500",,Mid-tier (100-500k),Superbloom,Better Version,General,,Lip Recharge,,,One Product,3/10/2026,,,CONTENT,Active,03/19/26,30,4/18,,LR030,,,,,,,Video|LipRecharge|Partnership|alectreffs|General|BetterVersion|Superbloom|LR030|Ad00|AlecTreffers|26Wk12|LipRechargeLaunch,,,,,,,
Isabella Rawlings,INSTAGRAM,isabellarawlingss,"$2,000",,Micro (10-100k),Superbloom,Nourishing,General,,Lip Recharge,,,One Product,3/9/2026,,,CONTENT,Paused,03/19/26,30,4/18,4/2,LR028,,,,,,,Video|LipRecharge|Partnership|isabellarawlingss|General|Nourishing|Superbloom|LR028|Ad00|IsabellaRawlings|26Wk12|LipRechargeLaunch,,,,,,,
Jenna Litner,INSTAGRAM,jennalitner,"$3,750",,Micro (10-100k),Superbloom,Natural Look,General,,JETM,MB,,Multi Product,2/13/2026,,,CONTENT,Paused,03/26/26,30,4/25,3/30,J136,,,,,,,Video|JETM|MiracleBalm|Partnership|jennalitner|General|NaturalLook|Superbloom|J136|Ad00|JennaLitner|26Wk12|Homepage,,,,,,,
Carly Cushnie,INSTAGRAM,carlycushnie,"$2,500",,Mid-tier (100-500k),Superbloom,Natural Look,General,,MB,,,One Product,3/3/2026,,,CONTENT,Paused,03/26/26,30,4/25,3/30,M328,,,,,,,Static|MiracleBalm|Partnership|carlycushnie|General|NaturalLook|Superbloom|M328|Ad00|CarlyCushnieStatics|26Wk12|Homepage,,,,,,,
Bethenny Frankel,INSTAGRAM,bethennyfrankel,"$40,000",,Powerhouse (1M+),Superbloom,Social Proof,General,,MB,,,One Product,2/25/2026,CONTENT,CONTENT,CONTENT,Active,03/20/26,30,4/19,,M323,,,,,,,Video|MiracleBalm|Partnership|bethennyfrankel|General|SocialProof|Superbloom|M323|Ad00|BethennyFrankelMB|26Wk12|BethennyFrankelTest,,,,,,,
Barbara Mighdoll,INSTAGRAM,newmodernmom,"$6,000",,Micro (10-100k),Superbloom,Testimonial,LifeJuggler,,JETM,MB,Mascara,Multi Product,3/18/2026,,,CONTENT,,,30,,,ASANA,,,,,,,,,,,,,,
